date_scraped,listing_type,expose_url,title,street,zipcode,cold_rent,warm_rent,rooms,square_meter,house_type,floor,year_built,object_condition,heating_type,pets_allowed,has_parking
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118466753,Erstbezug - top zentral und absolut ruhig gelegen mit großem Sonnenbalkon,"Wallstr. 18,","10179 Berlin, Mitte (Mitte)","1401,40","1601,40",2,64,Etagenwohnung,4 von 6,2020,Erstbezug,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118472201,*NEU* WG-geeignete 2 Zimmer + Wohnküche in Tiergarten/ am S Beusselstraße (S-Ring),"Wittstocker Straße 10,","10553 Berlin, Tiergarten (Tiergarten)",979,1139,2,"67,51",Erdgeschosswohnung,0 von 5,1906,,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/90521120,Kleine renovierungsbedürftige 2-Zimmer-Wohnung*Balkon*EBK*Keller (WBS m. besonderem Wohnbedarf),"Exerzierstr. 15,","13357 Berlin, Wedding (Wedding)","466,20","631,20",2,"59,54",Etagenwohnung,1 von 5,1980,Gepflegt,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117925270,Erstbezug - Hochwertige 4-Zimmer Terrassenwohnung mit EBK und zwei Balkone in Friedrichshain!,"Pauline-Staegemann-Str. 2,","10249 Berlin, Friedrichshain (Friedrichshain)",3450,3950,4,"150,93",Etagenwohnung,10 von 11,2020,Erstbezug,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117924983,Modern & Elegant - Dachgeschosswohnung mit EBK und zwei Balkone nahe Volkspark Friedrichshain!,"Pauline-Staegemann-Str. 2,","10249 Berlin, Friedrichshain (Friedrichshain)",2950,3350,4,"120,06",Dachgeschoss,11 von 11,2020,Erstbezug,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117925580,Erstbezug - Moderne 3-Zimmerwohnung mit Balkon und EBK nahe Alexanderplatz!,"Pauline-Staegemann-Str. 2,","10249 Berlin, Friedrichshain (Friedrichshain)",1490,1750,3,"76,27",Etagenwohnung,2 von 5,2020,Erstbezug,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117920767,Elegant und großzügig! 4-Zimmerwohnung nahe Alexanderplatz,"Pauline-Staegemann-Str. 2,","10249 Berlin, Friedrichshain (Friedrichshain)",2300,2690,4,"119,85",Etagenwohnung,2 von 5,2020,Erstbezug,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117919507,Erstbezug - Erstklassige 3-Zimmerwohnung mit EBK und zwei Balkone!,"Pauline-Staegemann-Str. 6,","10249 Berlin, Friedrichshain (Friedrichshain)",1590,1860,3,"82,83",Etagenwohnung,2 von 9,2020,Erstbezug,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118676924,++Modernes City-Apartment++Möbliertes Wohnen++Nahe Volkspark Humboldthain++,"Böttgerstr. 23,","13357 Berlin, Wedding (Wedding)",430,550,1,30,Etagenwohnung,1 von 4,,Nach Vereinbarung,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/79469157,Studio Apartment Junior,"Otto-Braun Strasse 67,","10178 Berlin Mitte, Mitte (Mitte)",1490,1490,"1,5",21,Sonstige,,2013,Neuwertig,Fernwärme,Ja,6 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/79469490,Grand Apartment Senior,"Otto-Braun Strasse 67,","10178 Berlin Mitte, Mitte (Mitte)",1990,1790,2,30,Dachgeschoss,10 von 10,2013,Neuwertig,Zentralheizung,Ja,6 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/79469862,1 Bedroom Apartment Junior,"Otto-Braun Strasse 67,","10178 Berlin Mitte, Mitte (Mitte)",1790,1790,2,34,,,2013,Neuwertig,Fußbodenheizung,Nach Vereinbarung,6 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114379903,CITY-CONCEPT: Jugenstil-Komfortaltbau in der Rykestraße 50 - Umfassende Kernsanierung - Erstbezug -,"Rykestraße 50,","10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",2491,2710,4,"99,65",Etagenwohnung,2,1900,Erstbezug nach Sanierung,Zentralheizung,Ja,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116771408,lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,,"10179 Berlin, Mitte (Mitte)",4950,5530,4,201,Maisonette,,2016,Neuwertig,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117637339,schöne 3-zi-terrassen-whg mit großen fenstern EBK u. aufzug erstbezug,,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)",2490,2812,3,"100,7",Etagenwohnung,2 von 5,2019,Erstbezug,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117965648,Luxuriöse 4-Zimmer-Wohnung in Berlin-Mitte!,"Boyenstraße 33,","10115 Berlin, Mitte (Mitte)","1866,26","2195,60",4,"109,78",Etagenwohnung,1 von 5,,Neuwertig,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118051282,an der museumsinsel 2 zi-whg balkon EBK Concierge Aufzug u. TG (2.11),,"10178 Berlin, Mitte (Mitte)","1502,66","1909,06",2,"101,6",Etagenwohnung,2 von 8,2004,Neuwertig,Zentralheizung,Nach Vereinbarung,2 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/75462850,"Living on Wallstreet - exklusiv, möbliertes Ambiente garantiert!","Wallstraße 26,","10179 Berlin, Mitte (Mitte)",1984,2184,3,"85,2",Etagenwohnung,5 von 7,2014,Vollständig renoviert,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118506417,*NEU* WG-geeignete 3-Zimmerwohnung in Prenzlauer Berg/ am U- und S-Bhf. Schönhauser Allee,"Malmöer Straße 3,","10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",885,1016,3,"70,93",Erdgeschosswohnung,0 von 4,,,Etagenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118658300,*2-JAHRESMIETVERTRAG* Singlewohnung mit Balkon in Wedding/ am U-Bhf. Nauener Platz (U9),,"13347 Berlin, Wedding (Wedding)","404,48","485,97",1,"37,04",Etagenwohnung,4 von 5,1904,,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118676247,Moderne Neubau-Wohnung mit Balkon & EBK,"Michaelkirchplatz 5,","10179 Berlin, Mitte (Mitte)",1270,1480,2,60,,1 von 6,2014,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118677471,Stilvolle Neubau-Wohnung im Herzen Berlins,"Linienstraße 221,","10119 Berlin, Mitte (Mitte)",1260,1598,2,51,,4,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118680622,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 16,","10557 Berlin, Tiergarten (Tiergarten)",660,710,1,10,Etagenwohnung,6,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118884172,Was will man mehr - Dachgeschoss im Winsviertel,"Jablonskistrasse 14,","10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1498,1628,2,85,Dachgeschoss,,1907,Saniert,Etagenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118966562,Living in Berlin's most trendy and charming quarter,"Boyenstraße 31,","10115 Berlin, Mitte (Mitte)",780,830,1,20,Etagenwohnung,5,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118330704,"*TOP Lage* am Helmholtzplatz, ruhig mit Balkon, Erstbezug nach Sanierung, teilgewerblich","Dunckerstr. 12,","10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)","1139,92","1299,92",3,"85,92",,3 von 4,,Erstbezug nach Sanierung,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117432902,Vollmöbliert - Tolle Single-Wohnung mit 43 m² mit Balkon im Herzen Friedrichshains,"Friedenstr. 57,","10249 Berlin, Friedrichshain (Friedrichshain)",990,990,1,43,,4 von 4,1920,Vollständig renoviert,Etagenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118565178,Wohnung in Berlin,"Reinickendorfer Straße 59,","13347 Berlin, Wedding (Wedding)","440,92","625,17",2,"60,4",,2,1978,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113122443,Gewerbe-Studio in der historischen Glockengießerei!,"Glasower Straße 28; WE55,","12051 Berlin, Neukölln (Neukölln)",1105,1320,2,55,Sonstige,,1887,,Fußbodenheizung,,Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114024894,Moderne trifft Historie – Erstbezug in der Glockengießerei!,,"12051 Berlin, Neukölln (Neukölln)",1440,1750,2,80,Etagenwohnung,1 von 4,2019,,,,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114024896,Moderne trifft Historie – Erstbezug in der Glockengießerei!,"Glasower Straße 30, WE70.M,","12051 Berlin, Neukölln (Neukölln)",1710,2080,3,95,Etagenwohnung,2 von 5,2019,Neuwertig,Fußbodenheizung,,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114627999,Spektakulärer Erstbezug mit Turmzimmer!,"Isländische Straße, WE48, Turm 18,","10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)","2873,56","3251,66",3,151,Sonstige,,2019,Neuwertig,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116167083,Sonnige Dachgeschoss-Wohnung mit 2 Balkonen im Samariterviertel,,"10247 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)",1456,1776,3,"66,03",Dachgeschoss,,,Gepflegt,Fernwärme,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117933281,Sonniges Apartment mit Blick auf den Park am Gleisdreieck! Erstbezug,"Schöneberger Ufer 5C,","10785 Berlin, Kreuzberg (Kreuzberg)",1300,1500,2,62,Sonstige,4 von 5,2020,,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117936440,"*NEU* 3,5-Zimmerwohnung im Remise in Prenzlauer Berg/ am S-Bhf. Greifswalder Straße",,"10409 Berlin, Prenzlauer Berg (Prenzlauer Berg)","1299,60","1506,60",1,90,Erdgeschosswohnung,0 von 4,1910,,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118399461,Loftwohnung nähe Alexanderplatz und Volkspark,,"10405 Berlin / Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",680,780,2,"45,19",Etagenwohnung,,,Gepflegt,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/112844530,Erstbezug！！Schöne helle Neubau 4 Zimmer Wohnung mit Balkon zu vermieten,"Derfflingerstraße 21 a,","10785 Berlin, Tiergarten (Tiergarten)",2300,2850,4,121,Etagenwohnung,1,2017,,,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118385476,Helle 3-Zimmer-Wohnung mit Blick auf Garten-Oase in Berlin Mitte,"Voßstraße 25,","10117 Berlin, Mitte (Mitte)","1953,54","2413,76",3,"102,27",,5 von 1,2015,Neuwertig,Fußbodenheizung,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/86893436,**Teilgewerblich** Eindrucksvolles Penthouse mit direktem Blick auf den Bundesrat!,"Leipziger Str. 129,","10117 Berlin, Mitte (Mitte)","9684,90","11019,24",5,"296,52",Penthouse,3 von 1,2015,Erstbezug,Fußbodenheizung,Ja,Garage
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114573732,**Einzigartiger Ausblick**Lichtdurchflutetes Townhouse im eleganten Stil**,"Leipziger Platz 13,","10117 Berlin, Mitte (Mitte)","3821,40","4696,20",4,"194,4",,3 von 2,2015,Neuwertig,,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111895372,Schöne 2-Zimmer-Wohnung mit großzügiger Terrasse im Herzen Berlins,"Leipziger Straße 130,","10117 Berlin, Mitte (Mitte)","1422,82","1682,83",2,"57,78",Etagenwohnung,5 von 7,2015,Neuwertig,Fußbodenheizung,Nach Vereinbarung,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117402450,Großzügige 2-Zimmer-Wohnung mit Balkon in grüner Terrassen-Oase,"Voßstr. 26,","10117 Berlin, Mitte (Mitte)","1758,07","2158,17",2,"88,91",Etagenwohnung,5 von 1,2015,Neuwertig,Fußbodenheizung,Ja,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111975641,Barrierefreies Microapartment im neuen Linked Living - Möbliert Wohnen in Berlin Mitte,"Michaelkirchstraße 21,","10179 Berlin, Mitte (Mitte)","728,61",899,1,"30,98",Etagenwohnung,1,2018,Erstbezug,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118922835,"Geschmackvolle 3-Raum-Wohnung in Kreuzberg, Berlin","Müllenhoffstraße 12,","10967 Berlin, Kreuzberg (Kreuzberg)",900,1090,3,68,Sonstige,,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118642875,Loftartige 3-Zimmer-Wohnung mit Balkon und EBK und Gemeinschaftsdachterasse in Kreuzberg,"Körtestraße 21,","10697 Berlin, Kreuzberg (Kreuzberg)",1900,2350,3,106,Etagenwohnung,3 von 5,2013,Neuwertig,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118021152,Helle Komfortwohnung mit perfektem Schnitt,"Steegerstraße 61,","13359 Berlin, Wedding (Wedding)",791,1013,3,"75,24",Etagenwohnung,1 von 4,1995,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/101773333,Shared Office Space in Top Lage!,"Oberwallstraße 14,","10117 Berlin, Mitte (Mitte)",1450,1850,1,0,Sonstige,,2009,Neuwertig,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118905512,möbliert u. Balkon-2 Zi.Apartment - Videobesichtigung moeglich,,"10557 Berlin, Tiergarten (Tiergarten)",1298,1515,2,58,Etagenwohnung,1 von 5,2020,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118906344,Co-Living in Mitte - Vollmöbliertes Privatzimmer mit Bad - Erstbezug - Videobesichtigung möglich,"Heidestraße 19A,","10557 Berlin, Tiergarten (Tiergarten)",748,838,1,30,Etagenwohnung,2 von 5,2020,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118908881,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 12,","10557 Berlin, Tiergarten (Tiergarten)",700,750,1,16,Etagenwohnung,6,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118916738,Mitte - First Occupancy - 2 room flat with balcony & fitted kitchen - Video viewing possible,,"10557 Berlin, Tiergarten (Tiergarten)",1146,1325,2,58,Etagenwohnung,2 von 5,2020,,,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118923652,Living in Berlin's most trendy and charming quarter,"Boyenstraße 31,","10115 Berlin, Mitte (Mitte)",640,690,1,10,Etagenwohnung,4,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118932523,Familiendomizil mit Wasserblick - Erstbezug in der Europacity!,,"10557 Berlin, Tiergarten (Tiergarten)",2000,2390,4,104,Sonstige,,2020,Neuwertig,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/100542224,Stylische Studentenapartments in Kreuzberg | Staytoo Apartments,"Dudenstraße 80,","10965 Berlin, Kreuzberg (Kreuzberg)",599,699,1,20,Etagenwohnung,1 von 6,2018,Erstbezug,Blockheizkraftwerke,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118905220,Möbliert u. Balkon-2 Zi.Apartment - Video-Besichtigung möglich,,"10557 Berlin, Mitte (Mitte)",1323,1547,2,60,Etagenwohnung,2 von 5,2020,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118649332,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 8,","10557 Berlin, Tiergarten (Tiergarten)",610,660,1,9,Etagenwohnung,1,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118903646,Fritz Tower Berlin - Serviced Apartments,"Lehrter Straße 24b,","10557 Berlin, Tiergarten (Tiergarten)",1040,1290,1,47,Etagenwohnung,,,,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118903647,Fritz Tower Berlin - Serviced Apartments,"Lehrter Straße 24b,","10557 Berlin, Tiergarten (Tiergarten)",840,1090,1,30,Etagenwohnung,,,,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118903648,Fritz Tower Berlin - Serviced Apartments,"Lehrter Straße 24b,","10557 Berlin, Tiergarten (Tiergarten)",740,990,1,22,Etagenwohnung,,,,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904272,Möbliertes Wohnen im Friedrichshain/Kreuzberg - brandneue Wohnung,"Fromet-und-Moses-Mendelssohn-Platz 7,","10969 Berlin, Kreuzberg (Kreuzberg)",1249,1399,2,43,Etagenwohnung,1 von 5,2020,,,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904286,möblierte 2-Zimmer Wohnung mit Balkon - Videobesichtigung moeglich,"Stallschreiberstraße 32,","10179 Berlin, Kreuzberg (Kreuzberg)",1270,1410,2,"45,6",Etagenwohnung,1 von 5,2019,Neuwertig,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904372,Mitte - 12 EG - Möblierte 1-Zi-Wohnung mit tollem Blick - Videobesichtigung möglich,"Lehrter Str. 24c,","10557 Berlin, Tiergarten (Tiergarten)",999,1179,1,"29,95",Etagenwohnung,12 von 18,2020,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904380,Erstbezug: Voll ausgestattetes Zwei Zimmer Wohnung in Mitte - Videobesichtigung moeglich,"Lehrter Str. 24c,","10557 Berlin, Tiergarten (Tiergarten)",1193,1367,2,"47,53",Etagenwohnung,1 von 18,2020,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904487,möbliert 3-Zimmer Wohnung mit Balkon - Videobesichtigung moeglich,"Stallschreiberstraße 26,","10179 Berlin, Mitte (Mitte)",1647,1903,3,67,Etagenwohnung,1 von 5,2019,,,Ja,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904593,3-Zimmer Wohnung mit Balkon in Mitte/Kreuzberg - Videobesichtigung moeglich,"Stallschreiberstraße 26,","10179 Berlin, Mitte (Mitte)",1497,1763,3,67,Etagenwohnung,1 von 5,2019,,,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904832,Mitte - Schön geschnitten u. Balkon-2 Zi.Apartment und EBK - Videobesichtigung moeglich,,"10557 Berlin, Mitte (Mitte)",1159,1338,2,60,Etagenwohnung,2 von 5,2020,,,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118904952,Mitte - Schön geschnitten u. Balkon-2 Zi.Apartment und EBK - Videobesichtigung moeglich,,"10557 Berlin, Mitte (Mitte)",1146,1325,2,58,Etagenwohnung,2 von 5,2020,,,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118630615,"2,5-Zimmer Wohnung in Neukölln zu vermieten!","Aronsstr. 57,","12057 Berlin, Neukölln (Neukölln)","435,06","705,06","2,5",73,Etagenwohnung,1,1972,Gepflegt,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118635064,Möblierte & hochwertige Wohnung am Spittelmarkt!,"Alte Jakobstraße 94,","10719 Berlin, Mitte (Mitte)",1900,2225,3,116,Sonstige,3 von 5,2008,,Zentralheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118644277,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 12,","10557 Berlin, Tiergarten (Tiergarten)",780,830,1,18,Etagenwohnung,6,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118645367,Gemütliche 3-Zimmer Wohnung nahe der Köllnischen Heide zu vermieten!,"Dieselstr. 17,","12057 Berlin, Neukölln (Neukölln)","592,34","872,34",3,74,Etagenwohnung,15,1973,Renovierungsbedürftig,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118645371,Tolle 1-Zimmer Wohnung an der Köllnischen Heide!,"Aronsstr. 59,","12057 Berlin, Neukölln (Neukölln)","276,91","416,91",1,37,Etagenwohnung,12,1972,Gepflegt,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118645735,3-Zimmer Wohnung in Neuköln zu vermieten (nähe Kölnische Heide)!,"Dieselstr. 9,","12057 Berlin, Neukölln (Neukölln)","573,22","823,22",3,72,Etagenwohnung,13,1973,Renovierungsbedürftig,Fernwärme,Nach Vereinbarung,
